compound,adipose_subcutaneous,adipose_visceral_omentum,adrenal_gland,artery_aorta,artery_coronary,artery_tibial,brain_amygdala,brain_anterior_cingulate_cortex_ba24,brain_caudate_basal_ganglia,brain_cerebellar_hemisphere,brain_cerebellum,brain_cortex,brain_frontal_cortex_ba9,brain_hippocampus,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,brain_putamen_basal_ganglia,brain_spinal_cord_cervical_c-1,brain_substantia_nigra,breast_mammary_tissue,cells_cultured_fibroblasts,cells_ebv-transformed_lymphocytes,colon_sigmoid,colon_transverse,esophagus_gastroesophageal_junction,esophagus_mucosa,esophagus_muscularis,heart_atrial_appendage,heart_left_ventricle,kidney_cortex,liver,lung,minor_salivary_gland,muscle_skeletal,nerve_tibial,ovary,pancreas,pituitary,prostate,skin_not_sun_exposed_suprapubic,skin_sun_exposed_lower_leg,small_intestine_terminal_ileum,spleen,stomach,testis,thyroid,uterus,vagina,whole_blood
7b-cis,0.40723628,0.71470696,-0.3993348,-0.65641207,0.04495248,0.17583594,-0.37248796,-0.23029988,0.0593103,-0.37222952,-0.27215275,0.38946816,-0.1282465,-0.28798345,-0.23410656,-0.42581424,1.943582,-0.35678443,-0.05503933,0.64997363,-0.14617664,-0.45799828,-0.0021481921,0.8437629,-0.2831882,0.23769563,1.3899356,0.11753714,0.87684935,0.4469884,0.7447265,0.2040626,1.1077939,-1.9086794,-0.2863017,-1.3929665,0.05617243,0.45141116,-0.03173512,-0.4002957,-0.46627524,-0.13536705,0.08641753,0.031811323,0.07814197,0.60234797,-0.14341927,1.2847201,0.39640418
8-cpt-2-me-camp,-0.79822236,-0.47871986,0.0,0.6410978,-1.1460346,0.35984638,0.0,-1.2292316,1.3378502,1.005501,-0.0146373175,0.0,0.0,0.0,0.5812588,0.0,0.6829829,0.0,1.406994,0.39704907,-0.11395175,0.0,0.24023023,0.05724204,-1.3993198,0.44480646,1.0781868,-0.095956266,0.0,-0.5409939,-0.33990467,-1.1053914,0.553852,-0.504116,0.05136859,1.7859678,-1.1519727,0.10362874,0.0,-1.1659821,1.1088867,-0.6936531,0.0,0.553852,-0.33852592,-0.12476388,-0.060590792,-0.51536715,0.68117136
8-{[2-oxo-2-(1-pyrrolidinyl)ethyl]thio}quinoline,1.3282543,0.17572983,0.4697697,0.05681991,-0.2947044,-0.31837466,1.4714853,0.33087486,-1.1996331,-0.39296752,0.001465899,0.38014677,0.28237072,1.1326599,1.1001166,0.75730306,-0.7147643,0.90626997,1.9330659,-0.12350964,-0.5377827,0.0,-0.2733599,-0.27724016,0.07103354,-0.8586312,-0.47139883,-1.0799273,-0.40845373,0.669895,-0.38014677,0.26443726,1.0412581,-0.31085205,-1.605429,-2.1730452,-0.14730857,0.6449924,-0.27543136,0.7955224,-0.07166009,0.33698878,0.11907186,0.2358369,0.03342297,1.5270766,0.27056763,-0.18089138,0.86753935
"9-amino-1,2,3,4-tetrahydroacridine",-1.6057388,0.7057022,0.35451424,1.9242043,0.66966677,0.0,-0.80097604,-1.0745817,-0.6378724,0.0,0.0,-0.5477581,0.0,-0.3105012,0.0,0.0,0.88690567,0.61296695,-0.38959616,-0.025500758,0.0,0.0,0.77196443,0.0,0.0,0.543124,0.022456089,-0.29501778,-0.23568262,0.5349379,0.0,0.0,0.0,-1.2258158,-0.3356457,0.0,-0.846762,0.4578356,0.3078812,0.42157236,0.0760086,0.0,0.7678003,0.36796242,0.046532605,0.4664603,0.0,0.0,0.32385695
939792-14-0,0.24212204,-1.075359,0.0,0.0,0.0,1.1121876,0.9526694,0.070708215,0.72675097,0.0,-0.7572562,0.0,0.0,0.60764134,-0.8797612,0.0,0.8619574,0.9278927,0.46812287,0.0,0.57721144,0.0,-0.7318061,-0.71442795,-1.0822426,0.3370304,-0.5053785,-1.0906345,-0.43788582,0.0,-1.5504627,0.0,-0.7148387,-0.4505495,-0.8417079,0.0,0.36333928,-0.5400243,-1.3717481,0.0,0.36518875,-1.1856685,0.0,0.5319603,0.4106267,-0.17049307,0.5110032,0.53004175,0.0062527554
A 769662,-0.643029,0.0,-1.5508499,-0.62630796,0.0,0.0,1.2888819,0.0,0.0,0.7579049,0.0,0.08199785,-0.91771096,0.0,-2.4877877,0.087288454,0.0,0.0,-3.695109,-0.032048486,0.0,0.0,0.0,0.95241565,0.72578496,-0.6321091,0.620606,-1.857711,2.2851589,0.0,0.0,0.9073974,-1.0540953,-0.8859895,-0.80161077,0.18354392,-0.9462999,0.11731365,0.0,0.9073974,-1.3761996,0.0,0.0,-0.7579049,-0.80161077,-1.368814,0.8322083,0.0,0.7865752
A443654,1.93801,-0.72782516,3.3196616,-0.80709076,-1.0620574,0.70725083,0.28832358,0.056346882,-1.570341,0.3511687,0.14554702,1.5673594,-0.40640736,1.4096688,-2.9594162,-0.3472021,-0.75390965,-5.9365396,-2.819969,0.39999822,-0.057019453,0.0055968785,0.33268636,-1.4780056,2.568624,-0.25800854,-0.7823925,-0.84292066,-4.1341543,-4.1279736,-1.412718,-7.4386344,2.0530183,-2.684023,-1.2167392,0.63211745,0.035558384,-0.6981077,-0.62717164,0.6257478,0.27382368,-2.2286482,-1.2946409,0.6514027,-1.095609,0.3884202,-0.3305436,-0.73081166,-0.052862883
A66,1.2332784,-3.0297654,1.5904382,-2.3260188,-0.74444634,-1.1181725,-0.63794374,-1.4841768,-0.36586088,-0.2281767,2.0369604,-0.61640793,0.8813265,-0.01635242,0.0068146577,0.5282819,-1.1123788,-0.21777576,0.71488523,0.630562,1.4033576,0.0,0.41059017,1.7250744,0.11530804,0.94011927,0.13927501,3.827844,-0.35389936,-2.6986878,0.49033278,0.77669334,-0.0016427798,-0.31669882,-0.7250367,-3.2879422,-0.69560903,-1.3129457,-0.54698014,-0.29177353,0.65354466,-0.31468567,-1.8281677,0.4101517,0.337858,0.99660283,-0.59910786,-1.4857136,-1.3237662
ABT-737,-0.7842031,-0.0059453472,-1.8813592,-0.03963792,-1.0445722,-0.90608,0.5557996,1.6976563,-1.083532,0.26387107,0.77125645,-0.14044869,-0.88916403,0.09252056,-2.3539548,0.6951894,1.7090527,-2.0153008,-3.5169945,1.0635359,1.9758016,0.0,-0.9882339,1.5920419,-0.46868357,1.0688115,-0.44246152,2.7124636,-2.3460848,-2.725877,0.9039183,1.0900373,-0.45358792,1.7140603,-0.07733699,0.28109053,-0.21871667,0.45641616,-0.22547182,-0.26867554,-2.4130924,-0.5913569,-0.44673795,1.3227882,0.07388322,-0.35273078,-2.529895,0.088260114,1.3023143
AGK-2,0.046092346,0.94354945,1.1583674,1.0063754,1.0759914,1.1549336,1.2553674,2.0135834,-0.9473116,1.7592787,0.0,-1.8071777,0.47342634,-0.5224967,-1.9356265,0.51081306,-1.8047532,-0.514834,1.9268309,0.5780613,-0.56870925,0.0,-0.043452427,-0.51694286,0.5035971,-0.90082574,-1.074735,-0.8246516,1.2590227,-0.02569954,0.6931816,0.071181916,-0.49871755,-0.06770527,-0.07287479,0.0,0.4646256,1.5574234,-0.98756325,0.57046103,-0.02949962,0.9519664,-1.5918609,-1.4369789,0.5863339,-0.5171657,1.082252,0.53364986,-2.7426012
AKT-inhibitor-1-2,-0.12786572,-1.8730587,0.2484912,-0.080472365,-1.4034628,3.4891028,2.1313632,-1.4395847,0.3235827,-1.100784,-0.018462222,0.5328771,1.8511434,0.35381922,-0.4866762,-0.2341618,1.3587787,1.0756686,-4.4837885,0.31718856,1.106216,1.3062403,-0.17011029,-1.5639104,-1.3340821,0.32511073,-1.1073184,0.18065383,-0.68084556,-1.9989165,-0.4059701,-0.7565721,1.0251226,1.5262583,-1.487281,0.6492121,-1.0895634,2.1653793,0.5417589,-0.15094219,3.3494866,-1.5523453,-2.1560798,-2.2978628,-1.6633033,-2.2663977,-0.3974559,-1.110509,-1.2616303
ALW-II-38-3,0.074469246,-0.36718416,-2.253581,0.3424146,-0.64289105,0.59658986,2.077545,-4.38241,-0.017946154,-0.09025094,1.097749,1.8735298,-1.7816529,2.8900917,-2.011982,-1.3193724,-1.284182,1.8345209,4.1896234,1.7549673,0.43263415,-0.6451306,0.9566797,0.60903007,1.6502826,-0.3217621,2.872748,1.3846893,-4.2380323,-2.8980718,-2.0562708,-0.7710817,1.9164206,1.2489107,0.043166645,-1.4688584,1.1887069,0.22600801,2.2481291,1.5204233,-0.71300507,-0.0030944915,0.34881052,1.238088,-2.8530116,2.5947883,-2.2270715,0.0064672395,-1.1041546
ALW-II-49-7,0.696775,2.0587795,-1.1302923,0.36209342,-2.5286217,0.7112106,-0.7769365,-3.6628776,-0.6207014,0.19408707,-0.90891325,-0.8004724,0.34518546,0.6056548,1.1358621,-0.4945776,-1.8711259,1.8106052,2.8736546,2.6572237,-1.9010947,-1.007059,0.16261692,-1.0892911,-0.31823352,-0.5581111,0.88842356,1.8955829,-4.13327,-1.3273417,-0.043307327,-0.2093599,-0.7965103,-3.2547364,-1.0705626,-0.3030238,0.74968535,-4.1309824,0.64802825,-1.2657675,0.20940469,-0.3398971,0.14194387,0.72253114,-0.93206024,-0.6188666,2.3602128,0.086473234,-0.54807246
AS-601245,-3.281163,1.2123667,-0.12577003,-1.8380291,1.2700745,-0.27468932,-0.21511202,-1.8606352,-0.59233266,-0.7988664,0.23196988,0.37787202,2.3781734,-2.4203236,-4.016643,-2.0883904,2.9039254,-3.6137044,0.9600743,0.52903837,-0.46926492,-0.42609656,-0.43902874,0.083923064,1.9054714,-2.307726,-2.3039205,-1.6705719,-3.0525067,-0.32056817,1.8993238,-0.46048006,0.6692585,-0.86857074,-0.5183337,-2.1903503,1.620204,-1.9115852,-0.39123127,-0.4362709,-4.0073195,-1.6419352,-0.081182905,-2.4255064,-1.6009673,0.6410803,-2.7204206,-0.6179479,0.37099883
AS-605240,1.7239352,-0.6455148,-2.5410147,0.70554864,1.3252041,-0.85583323,-0.10626774,-2.2027175,-3.1208246,-0.76084334,-0.48176593,1.2493857,2.1033113,-0.026543591,-1.4058212,-0.044634234,0.476262,0.7146381,-0.73648536,-0.9990407,0.2664722,1.9393425,-1.185695,-0.96688867,1.0670941,0.888326,-2.845812,-1.0685003,3.7569263,-0.71870565,1.294009,-6.307262,1.7684499,-0.36127877,-1.1410397,1.2679552,-0.6051848,-1.8912637,0.740671,0.89279395,-0.9724168,-2.4148748,-3.0042284,-1.0564077,0.22349282,1.1517814,0.52745867,-1.1889064,0.25286898
AST1306,3.0316827,-2.0026052,0.4003652,1.7926406,-1.0080229,1.4937459,-0.3148784,-0.9440309,0.17635962,-1.9074935,-0.3258427,0.9626351,1.0767516,1.410987,1.92004,0.17104349,1.2045773,-0.04504925,2.7399416,-0.7670629,0.3727556,0.0,-0.6288617,-0.99282306,1.6771374,-0.122168526,-1.4407948,1.2518343,-0.5277817,-3.52618,-2.6506822,0.0027834375,0.2604066,-1.2492753,-1.7899925,-0.52992064,-1.4273217,0.643729,-0.13284042,0.08913979,-1.0970265,-1.4183009,-4.0193934,-0.6113975,-1.4486554,1.8457438,0.28361145,-1.847188,-1.114258
AT-7519,-1.0168461,-2.3745878,0.7663317,1.5244086,-1.1071044,0.44805,-2.824941,0.4843185,-0.6354983,-1.0286705,0.7162635,-0.24674508,-1.3157839,-1.31964,-1.1189512,-2.8901496,0.7615226,-3.6786263,-3.0723405,-1.0148046,-0.6947061,-0.50953716,-0.4434573,-0.0013870079,-0.41841337,-0.005948682,-0.47507164,1.0682105,0.17865379,-2.80674,0.07283218,-1.538364,0.7181379,0.013335996,-1.9156939,-0.9058669,-0.19786118,-1.9019551,-2.1928046,-0.2572962,-3.8316946,-2.8134477,-0.40077028,-2.2041156,-0.21222512,0.35501856,0.42233607,-1.947553,-0.7846715
AT7867,-0.6742336,-4.397281,1.843548,-2.014281,-1.9337624,-0.09448503,0.8354398,-1.395235,0.5527227,-1.6409519,0.04306046,-0.54099923,2.2182071,-0.008406944,-4.8349957,0.78406024,-1.5422939,0.44101894,-1.5692923,0.26648003,-1.7043426,0.10951421,-1.147279,-0.031691473,-4.3055444,0.35640827,0.56773263,-1.694074,-2.201419,-0.32065707,0.22148898,1.1055373,-0.4727567,1.2237657,1.6856427,-2.803817,-0.1752527,-0.07673821,0.033682607,-0.44002524,-0.8959681,-3.0070486,-1.8168806,0.03518747,-1.8150258,0.19229552,-2.5586245,-0.3625144,-1.2722917
AZ-628,2.5525086,-3.481545,-3.1325388,1.2574884,1.0730239,0.3203338,0.33275256,-1.7310709,-1.0617255,-2.6310146,0.018173132,2.0148005,0.5316105,0.36855048,-2.7749934,0.8648661,-0.14420183,-2.248943,-4.1991844,1.7303342,-0.25003478,1.2104397,-1.6224554,-1.3201662,-0.956429,1.1616846,-0.85276806,3.1355696,0.48176894,-1.6449289,-1.7616777,-1.790108,0.031031117,0.34626803,-0.25026536,-0.6174762,-1.4759526,-0.7985142,-1.8289918,1.2224901,-1.044044,0.041673888,-3.0096767,-1.9998447,0.3320436,-0.7717863,0.22100793,-2.8256693,-1.2425642
AZ20,0.28764603,-4.662591,-0.9530103,-1.9996759,-1.4159466,-1.5957605,0.81509066,-2.1647453,-4.320078,-4.8952236,1.620474,-0.92432964,0.6936414,1.2769431,-1.7980711,0.39532122,-1.1036395,1.14369,-0.980043,-0.22679813,-2.0889022,0.623288,-1.1445886,0.4985805,-0.5464635,-0.51560163,0.6599026,2.2020347,-0.289055,-5.61991,-0.16640937,-3.753627,0.26102746,-0.6297062,-3.5764208,1.0086688,-1.3318951,-1.4362264,-2.3719494,0.61051494,0.32583037,0.08888786,-0.3077288,-0.6971254,-2.2708077,-0.95715564,1.9245905,-0.66176164,-2.4267726
AZD-1480,0.6145111,-1.947382,1.0738534,-0.84767514,0.0,0.54659325,-0.0057270657,-0.6845259,-0.0057270657,-1.607809,-0.0056468635,9.9904464e-05,-1.3870019,-0.7692911,0.784247,0.0,0.0,2.2392328,1.1408434,1.3676714,-0.8420887,0.0,1.0523535,-0.6847604,0.7879494,0.2467535,-0.00486761,-0.73339504,0.42328274,-1.5160391,0.71896774,-1.2123364,0.74670833,-0.70674187,-1.3111767,-1.4319162,1.1878743,-1.5978366,-0.6680059,-0.6320721,1.4245346,0.0059928526,-1.8716514,-0.7552988,-1.4186579,-2.2909539,1.5330732,0.0,0.0
AZD-5438,1.4986542,-1.2513455,4.8215,-1.4053483,-0.75582486,0.98209727,-1.6551594,0.3763747,-4.0881004,0.4302209,-0.07120032,-0.39630342,-1.5183983,0.7799443,-2.784796,-1.8197927,0.73543835,-2.23367,-5.340754,0.16481616,-1.194587,-1.0931177,-1.9396995,0.5839966,0.39562643,-1.4562025,-1.4923118,0.8197409,-0.3453399,-2.5674706,0.4268082,-0.4539261,0.758256,-1.9943556,-1.0635395,-1.220715,-2.5094705,-0.5659654,1.1950378,0.22237982,-4.111145,-3.9063652,-2.1913297,-0.09872667,-4.3072233,-1.0348271,1.0316393,-1.8329034,1.0216905
AZD-6482,1.0907873,-2.7504308,-1.9442167,-0.92034537,-0.04008246,1.9420955,0.37435365,-0.5577417,-1.8107073,-1.3724272,1.634837,0.093075246,0.46152592,-0.35448676,-2.040644,1.1219745,-2.499088,-3.0390103,-0.09763,0.17196041,-2.0688071,0.11142,0.6613242,0.54338056,-1.6294225,0.7931379,-1.3435777,0.06711465,-0.9253083,-4.8030734,-2.740691,-0.44460025,2.2598593,1.66718,-0.3528326,-1.0638747,3.3561234,-0.45438254,1.028768,1.7185848,1.0010045,-2.1378376,-0.99330133,1.0096565,-1.3028811,1.5016204,-0.06800258,-2.6006966,-1.6601332
AZD-7762,3.455283,-2.0692916,-4.114249,1.6575062,0.10665472,-1.6877946,-0.70921195,0.6914023,-3.1999402,-0.017773869,-1.5562543,-1.3286709,1.3562709,-0.78819895,-4.0610657,-1.1365778,-1.4013975,-2.0723004,-2.1285799,0.1850068,1.2806838,0.32357675,0.1353528,-0.9370799,1.631284,2.0235162,0.30848497,2.2929323,0.76771754,-4.506194,3.1386817,-1.7011162,0.012552361,7.993387,-1.9040712,-2.7348745,0.16558166,-1.1703194,0.3706841,0.14622986,2.6411684,-1.025202,-3.6692965,-1.4458537,0.3263278,-1.0379591,-0.5657003,-1.7034926,-1.8847991
AZD-8055,2.214229,-1.6032608,1.5007942,-0.4924067,0.25023782,1.4592234,1.0335132,-1.2289962,2.5989478,-2.2857013,0.12840207,-1.9348375,-0.1262015,-0.072349854,-0.037636817,-0.13237531,-1.5776194,1.6669693,-4.0091457,-2.0796316,-0.8680054,1.1628512,0.6053494,0.51297843,-0.14707406,2.5762098,-0.66268927,0.433949,-3.6505854,-3.282379,-1.5192451,-4.6990213,1.7745711,1.5317616,-4.123782,-0.81909055,-2.3900077,2.398164,-2.6588387,0.7608536,-2.6168907,-1.960602,-2.8293695,0.47578877,-0.904524,0.1530544,1.3018698,-0.97466236,-2.180852
AZD-8330,2.2050467,-2.7327511,-2.9047482,-1.5751666,-0.95076734,-0.484199,0.9485198,-0.5295336,1.8921999,-0.5728406,2.458279,0.8765502,0.043971118,0.8113174,-2.1543782,0.56651664,-0.10157339,-1.5001647,-3.3570368,0.02712154,1.1869986,0.83032936,-0.19468361,-2.8676438,-1.4374098,-0.32037157,-3.4121144,0.08172095,4.56767,-4.748779,-2.1224957,-2.567125,1.3420942,-1.2060423,-2.1037369,1.0394237,-4.224831,-1.1797298,-1.3189138,0.3018062,0.83552164,-2.1039147,-3.7392397,-1.4331421,-1.9290111,-0.9829799,0.7688832,-1.5525827,-0.26604602
AZD4547,0.065781325,-5.4270954,-0.06333579,-2.789742,-0.7398193,1.4189885,0.6140752,-2.8029733,-0.45742258,-1.540698,0.22423711,-0.7465966,1.2743093,0.16766031,-1.4610559,-0.13594705,-0.9645772,-0.86925,-3.377156,-0.3637275,0.11783185,0.731224,-0.42489204,0.11604442,-0.6213461,0.6754098,1.2125156,-0.9279865,0.38665396,-0.53824145,-0.9835989,1.7785468,0.9480617,2.4995673,0.013584061,-0.96126735,-0.34931412,-0.73185605,-0.2620106,-0.32236066,-0.012960251,-1.9449131,-1.3528143,-0.5256148,-2.4771826,-0.45374745,0.0071054883,-0.9541753,-2.6458826
AZD7762,1.1959922,-0.96252424,-1.2085828,-1.4218383,-0.79314595,-0.34509802,1.8443065,-1.3516654,-0.015401442,-1.3006235,1.0684421,0.70432585,-0.37142512,0.034284186,0.055990502,0.99679583,-1.0066891,1.9243727,-0.7654358,0.026630469,1.2811481,1.0721486,-2.9815934,-1.9347111,1.4183244,0.009372552,-2.2209764,0.04398874,-1.4452004,0.8786858,-0.38090175,-0.9079802,0.040687982,-0.27321762,0.8971725,-1.4669242,-0.98515695,-3.1958444,-0.9710879,-1.7442148,0.77606034,-3.0009022,-1.527502,-1.4555349,-1.5371121,-0.71294737,-0.52497345,-0.5462412,-1.6471434
BI-2536,1.3424776,-0.780209,-1.1379951,0.455548,0.19580376,1.8459965,0.23083845,-1.5732353,2.4176464,-2.8433628,-3.3324084,-1.4521343,0.6032215,1.5954239,-1.1257774,1.9596444,-2.5511882,0.06264498,1.9550093,0.3044913,1.5823989,-0.18115899,-1.907949,-0.14605963,-2.330699,-0.18407707,-2.3248572,3.0249434,-0.6089071,-4.6442094,-1.4413315,0.32838252,0.47846898,-0.8399353,-4.260884,-0.14910725,2.122582,2.1760075,-0.48632738,-0.7929146,0.61227816,-0.66741765,-0.5915036,-0.75219774,-2.2272196,-0.41834927,-0.7282437,-0.35667145,-1.9951309
BIX-01294,4.0696783,-0.7665137,-0.5851683,0.79751086,0.2862417,2.1141455,-0.38777333,0.63645416,-1.633905,0.0031734565,-0.21465908,-0.36795095,0.56021184,-1.2433614,0.8117278,0.55821115,1.6542375,2.7282531,-4.154874,1.4099236,0.22972664,-0.7561084,0.4600587,0.24720591,0.9544027,0.67849445,-0.24563056,0.16475143,0.82850534,-0.01051605,-2.7377758,-0.22705679,-0.43165806,1.3653282,-2.936665,0.17319429,0.5879138,0.3922709,-1.3609483,-0.044596832,0.25140473,0.7665628,0.34042683,1.9917214,-2.5698075,1.7261713,1.6641027,0.8332308,-0.6536103
BIX-02189,-2.4917364,1.5915006,0.54228586,-0.98846316,-1.440791,-0.2181357,2.5074017,-3.1926672,0.4578982,1.0166034,1.2829068,2.8971305,0.81025374,-1.2106304,-1.6617972,0.48049486,-1.116116,1.4318868,-0.460445,0.08049022,-0.4837981,0.85087186,-1.7090701,-0.30478033,-0.4214207,0.13582884,0.3862614,2.5614462,1.7952112,-6.260634,-0.037430417,0.026443088,0.84189147,2.0479681,1.9497628,0.6535449,-0.2650646,-0.8123032,0.24974735,0.6317471,0.9046501,-1.0997447,-0.28142527,-1.4209235,-0.93111664,-0.16413745,-0.46901837,-0.11385548,-2.582721
BMS-345541,-1.3768468,-0.59938824,-4.294889,-1.2019913,0.30967596,-0.3141182,-0.43331933,0.76440716,0.076932155,0.20852813,-0.28099892,0.119822666,0.95179456,-1.4212555,-1.5192909,-1.3908302,2.1801462,-2.5960267,-1.7089807,0.002429443,0.21654324,-0.77370787,-0.81781274,-0.7715905,-0.6512169,-0.19663729,-1.4163089,0.07491675,1.9291272,-2.7690763,-0.6830373,-0.620886,0.006705066,0.43597493,-0.14737695,0.40939152,-0.74231887,-0.061976396,-1.8435585,-0.06109151,-2.2427676,-1.9641833,1.1072379,-1.4401888,-2.1328914,1.515105,1.0589813,-1.5552703,0.13226467
BMS-387032,0.17119536,-0.4785675,1.6664807,0.6491005,-0.24796437,-0.90267986,-0.38455483,-0.5652943,3.7880068,0.20119886,-1.2104224,-0.0835733,1.7364799,0.3783368,-1.0010514,0.43040177,-0.4088514,-5.144402,-4.2059927,-0.8130956,-2.4937565,-0.44263253,-1.4592588,-1.4090382,0.12770429,-2.3395233,-1.0815965,-0.053580027,0.5609312,-1.7828827,-0.5767301,-2.9724445,1.8959179,-1.0998325,-2.0099764,-2.0728347,-3.0733244,-0.22375225,-0.93874913,-0.32386422,-4.348547,-2.0126293,-1.8102815,-1.7324808,-1.6602775,-1.6762927,-1.0348122,-3.7690804,0.17961219
BMS-777607,-0.684293,-1.1888559,-2.5782423,-0.275896,-0.24947779,-0.41640073,3.1043897,1.2482381,-0.0008479095,-0.175073,0.5172036,0.86846894,1.776234,1.6026058,-0.6257194,-0.9503639,0.14295486,1.1274216,-0.37170607,-0.46858376,-1.2929193,0.0,-1.2225823,0.54689014,-0.26171306,-0.6929839,-2.5337906,1.0894864,1.7541001,-2.6449625,0.013944064,-1.4130632,-0.043033738,0.6007286,-0.59479654,0.7190072,-1.5785396,1.0390718,-1.4403323,0.80781084,-3.5386674,-2.1312757,-0.7514119,-0.36247966,-1.8949448,-0.7287268,0.067292616,-0.4831672,-2.806313
BMS509744,-0.7011435,-6.054913,-2.420155,-1.598677,-0.10645069,0.7265883,2.1781287,-1.8408366,-1.7198346,-1.1621181,0.27509728,-0.52084416,-0.50018144,0.6135265,-0.36647257,1.3149731,-2.7119408,-3.3205228,-1.3721695,-0.031195488,0.74068254,0.8743138,-0.4177609,-2.300077,-2.0063665,1.107573,0.16429412,-0.60386574,-0.13730624,-2.2068362,0.16578168,-0.75183785,0.5087613,0.17781411,-0.82309544,-1.8393563,-2.154389,-0.4024451,-2.650269,0.07844431,1.0491421,-5.116887,-3.516482,-1.5952519,-0.59240586,-1.3418162,-0.2947414,-0.56155133,-2.320583
BRD-A00420644,0.84224993,-0.7027289,0.17881744,-0.74888235,-0.07804015,-0.16780898,-0.9930891,0.14887959,-0.43149722,-0.15913628,0.5176955,1.4892612,0.75745076,0.23859061,1.5462271,0.17544784,-0.21654788,0.41452524,0.2629302,-0.94906574,0.8291454,0.0,-0.34069037,2.0213137,1.1558646,-0.807323,-0.076662034,-0.58519244,0.36235228,-0.02027751,0.50881445,-0.019030044,1.2899734,-1.3788986,-0.6104389,0.275349,-0.21463601,1.6510236,0.057400342,-1.1241193,-0.49871522,0.23581459,-1.9756774,0.035680607,-0.310732,0.37261632,-0.05959683,0.8910111,-0.4966406
BRD-A01317026,-0.5549932,0.6472025,0.0,0.6174017,0.611868,-0.7322453,0.0,0.0,2.0937138,0.0,0.0,0.0,0.9571469,0.0,-0.9875917,0.0,0.0,0.0,1.3006012,0.0,0.6035931,0.0,0.4368434,0.0,-0.5651133,-0.6350571,0.46665767,0.0,0.0,-0.9720715,0.0,0.0,-0.7821829,0.0,0.0,-0.15640366,0.5058502,-1.682084,0.0,0.0,-1.2744056,0.0,0.1618643,0.0,0.0,-0.70587534,0.66636693,0.6866699,0.69433016
BRD-A01973626,-1.0969474,0.0,0.0,0.0,1.2580168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1416007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5161898,0.0,1.1164,1.0906668,0.0,1.3013275,1.4753437,0.0,0.0,0.0,0.0,1.1604674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5629852,0.0,0.0,0.0,0.0,0.0,-1.1810925
BRD-A03323675,0.7786088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59188753,0.0,0.0,0.0,0.0,1.230966,0.0,0.0,0.0,0.99275446,0.0,0.0,0.0,0.0,-1.4431232,0.0,0.0,0.0,0.0,0.0,0.0,1.1997414,0.0,0.94236904,0.0,0.0,0.0,0.0,0.0,0.85163736,0.0,1.1061865,-0.9838915,-1.0018226,0.0,1.0611039,0.0,0.0
BRD-A03926027,1.0375029,0.0,0.0,0.0,0.0,0.0,-1.5017593,0.0,0.0,2.1794677,0.0,0.0,0.0,0.0,1.1813782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902274,0.0,0.0,0.0,0.0,0.0,0.0,-1.0018626,0.0,-0.8140691,0.0,0.0,0.0,0.0,0.0,1.2473961,0.0,0.0,0.0,0.0,-1.1369603,-0.902274,0.0,0.0,0.007581144
BRD-A04308630,0.0,-0.97671276,0.0,0.7838757,0.0,0.0,0.0,0.7674287,0.0,0.0,-0.96711564,-1.1350458,0.0,0.0,0.0,-1.37132,-1.0592543,0.0,-0.20813893,-0.6745308,0.72215635,0.0,0.54669213,0.0,-0.88751173,-0.58971506,0.0,0.0,-0.7439711,-1.1502775,0.0,0.0,0.92075247,-0.3474598,0.77789897,1.1825757,0.0,0.0,0.0,0.0,-0.6198389,0.0,0.8304806,0.0,0.6745308,-0.19544512,0.0,-2.078309,-0.9356661
BRD-A05565054,-0.1917514,-0.60556775,0.08398668,-0.5286291,0.454076,-0.4078507,-0.10772654,-0.23531826,-0.57823765,-0.14698067,-1.3008251,-0.26314482,0.026480487,-0.3016001,1.154455,-1.0586472,0.45910975,-0.45224303,0.8855541,-0.27057663,0.71615297,0.0,-0.780787,0.04502762,-0.8609611,-1.1571298,-0.7819112,1.259019,-0.16791275,-0.5460055,-0.2907072,-0.4204244,-1.0905911,-1.3990034,-2.0635645,0.2619743,-0.2386416,-0.37497047,-0.5409939,-0.8082412,0.10103431,0.0,-0.085594244,0.8314035,-0.9940868,-1.1829017,-0.9107622,0.21275698,-1.297379
BRD-A06641369,-0.062179226,0.0,-0.72324103,0.16596353,1.3750281,1.7358967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9781258,0.0,0.0,0.0,1.8245889,0.0,0.7480438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.73131794,-0.93337125,0.0,0.0,0.0,-0.5636148,0.700064,0.0,0.0,-0.54693496,0.0,0.0,-0.6449046,0.0,0.0,0.0,-1.2873248,0.0,0.0,0.0,-1.2226367
