compound,adipose_subcutaneous,adipose_visceral_omentum,adrenal_gland,artery_aorta,artery_coronary,artery_tibial,brain_amygdala,brain_anterior_cingulate_cortex_ba24,brain_caudate_basal_ganglia,brain_cerebellar_hemisphere,brain_cerebellum,brain_cortex,brain_frontal_cortex_ba9,brain_hippocampus,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,brain_putamen_basal_ganglia,brain_spinal_cord_cervical_c-1,brain_substantia_nigra,breast_mammary_tissue,cells_cultured_fibroblasts,cells_ebv-transformed_lymphocytes,colon_sigmoid,colon_transverse,esophagus_gastroesophageal_junction,esophagus_mucosa,esophagus_muscularis,heart_atrial_appendage,heart_left_ventricle,kidney_cortex,liver,lung,minor_salivary_gland,muscle_skeletal,nerve_tibial,ovary,pancreas,pituitary,prostate,skin_not_sun_exposed_suprapubic,skin_sun_exposed_lower_leg,small_intestine_terminal_ileum,spleen,stomach,testis,thyroid,uterus,vagina,whole_blood
indirubin,-1.4525,0.37213516,-0.27851877,-0.33017293,0.062209364,-2.2634833,-0.12162296,-0.4347919,-1.1346613,0.85600513,0.51346505,-0.47312,0.027381508,-0.48663133,-0.6510138,0.0,-0.49939677,0.6569674,-0.6221781,-0.54258275,1.9242566,0.0,-0.04367072,0.49036497,0.49334446,-0.41350153,0.0,-0.027381508,-0.5041079,0.46082282,0.69729525,0.35304195,0.029764587,-1.8090334,0.16820875,-1.7275851,0.9097683,0.38731006,-0.42488554,0.35304195,-0.6369765,0.0,-0.39665365,-1.3591133,-0.37430426,0.8388961,-0.4347919,-0.72927004,-0.52758896
indirubin-3-oxime,-0.37325358,-0.70403975,0.1888364,-1.0532523,-0.11282095,1.1191466,0.0015920722,-1.1186327,0.90839225,0.37034202,0.16841696,0.30271432,0.42946666,0.4842412,0.4148002,-0.17242365,0.10251248,0.2345035,0.72429746,-0.18066631,0.19381823,0.0,-0.032542795,0.33000824,0.01573328,0.7189628,-0.58490443,-0.34381056,-0.7259032,-0.6951376,-0.53115255,0.45707995,0.651351,0.8739202,0.51440126,-1.8722427,-0.49169713,0.28828368,-0.23059437,-0.00018370636,-0.9951961,-0.0110785635,-0.13205801,-0.08525331,-0.2939455,-0.35304257,0.2867904,0.48504508,1.2158405
indirubin-3?-monoxime,-0.46228772,-0.88502294,-0.8180093,-1.8725656,-0.27369162,1.1209356,-0.3801576,0.12540075,0.2675664,-0.4335415,-0.025767112,0.31330758,0.3173628,-0.31375533,0.9402738,0.026760992,1.2853595,-0.36045468,1.114308,1.2687563,-0.2603171,0.0,0.114527434,1.6702402,1.2583406,-0.4571258,-0.10727807,1.4067636,0.7558709,-0.8613855,0.382168,-0.4086784,-0.6718064,-0.663689,1.3364178,-0.88662046,0.4883475,-0.4740705,-0.048356775,1.0654143,-0.046383116,-0.29741102,-0.18284722,1.0082612,0.52742,0.8281965,0.70143974,0.0970413,-0.36501804
indole-3-carbinol,-0.4026314,0.0,0.0,-0.5883661,-0.41379747,0.315479,0.0,0.5117006,0.65713614,-0.3991929,0.62538105,0.77201873,0.0,0.74479765,1.9019519,0.0,1.7174987,0.0,0.93966675,-0.026264524,-0.40639454,0.0,0.8441511,0.5117006,-0.17055605,-0.69961584,0.02335,0.0,-0.2621665,-0.59639835,0.47261074,1.0603106,0.0,-0.48042694,-0.14622414,0.0,-0.47834876,-0.67380786,0.0,2.048751,0.3205751,0.0,0.61057025,1.0430638,-0.36591938,2.3557553,1.1548225,0.7111182,-0.5279848
indomethacin,-0.48316363,0.0,1.3376038,0.0,1.5266271,0.0,0.0,0.0,0.0,0.0,0.0,-2.0825596,-1.6606426,0.0,0.0,0.0,-0.94487715,0.0,-0.5423872,0.7372958,0.0,0.0,-0.50547737,0.0,-0.7449317,0.48774984,2.0997238,0.85183334,0.0,0.8233502,0.0,0.0,0.0,-1.1051227,-0.4778394,0.0,0.0,0.8841839,-0.72063917,-0.6688542,0.681509,0.0,0.0,0.0,1.3641813,-0.15675442,0.0,0.0,-1.2855607
"ingenol 3, 20-dibenzoate",0.7328751,0.21800783,0.43270752,-0.35534424,0.41361558,0.47614893,0.8253002,-0.7512553,0.0436387,-0.05572645,0.3140791,-0.13775837,0.0411554,0.3601411,0.13712902,0.23432934,0.12141473,0.18095899,-0.7827371,0.33270591,0.26702663,0.0,0.22517172,0.039326426,0.5964247,-0.60022193,0.24104856,-0.5737965,0.19602048,0.7412105,-1.5459423,-0.6805544,0.5677498,0.14029798,-0.48552802,-1.6574373,-0.0035377955,0.20574054,0.15622514,-1.2626538,-1.3514813,-0.45291138,0.7109262,0.16897948,0.30729696,0.46144342,-1.1149361,0.71108776,0.052421413
inhibitor bec hydrochloride,0.030261518,0.2947007,0.16934724,-0.92840916,-0.13594288,0.71452624,-0.26696795,0.24875593,0.39638597,-0.40699884,1.0296435,-0.5914418,-0.5549337,0.06224466,-1.4354722,0.0,-0.6096075,-0.3170607,0.20188951,0.25783727,0.5989672,-0.885633,0.20248322,0.54147494,0.42308757,0.052353512,-0.17459306,1.0697969,-0.73410183,0.4431509,0.07610562,0.16723022,-2.0074482,0.8890794,-0.9905588,-0.14009169,0.46271,-0.97724974,0.8208852,-0.26482138,-1.3282046,0.9992081,-0.5511978,0.3663836,0.37241825,-0.9195659,0.5759845,-0.103736326,-0.9288324
iniparib,-1.0050399,-1.524212,-0.45057595,2.5400097,0.64163834,-1.3283335,-1.449152,-0.0033272454,-0.6749127,-0.547564,2.1229484,3.200664,-0.67896205,0.6127576,1.5485077,0.00052255153,3.4129636,0.0,-1.5426415,-0.38101092,-0.71758753,-1.3263843,-0.83029616,0.4659598,-2.158514,-0.65364426,-1.7291319,-0.054634236,0.35589358,0.61378646,0.32473147,0.6105881,-0.54178,-0.86201596,0.6360032,-0.48399803,0.49757558,-0.55511165,-1.0469241,1.0809318,-0.6315332,0.98704386,0.0,3.6279206,-0.11581856,0.0,0.42297098,-0.23122248,-1.2996387
intropin,0.0,0.0,0.0,0.62630796,0.0,-1.1178097,0.0,0.0,1.0479852,0.0,-0.99729234,-2.2437336,-1.9636601,0.0,1.3770709,0.0,1.1061257,0.0,-1.863145,1.1181548,0.0,0.0,-0.5883205,0.0,0.72578496,0.36102813,0.0,-1.2053277,0.9443884,0.0,0.0,0.0,0.0,0.051782798,0.0,0.0,0.0,0.8644381,0.0,0.0,0.0,0.0,0.0,0.0,0.7751109,0.0,0.0,2.3336482,1.7802566
iodipamide,0.6816461,0.0,0.2910539,-0.11960487,-1.4293011,-0.66949344,0.0,0.42257616,-1.295385,0.5030921,-0.68517196,-0.0046130475,-0.15156022,-1.121342,-0.5166557,-0.64167815,0.6700496,0.0,-0.33802965,-0.41768384,1.1756926,0.0,-0.7174682,0.0,-0.8043724,0.36595333,0.35561273,-0.4657747,0.11709396,0.0,0.0,0.8521279,-0.49011794,-0.30976382,-1.6974882,1.4570948,0.3701142,-0.39519507,0.6283404,0.46682176,0.5901934,-0.5613802,0.103895724,0.0,-0.7545048,0.115049526,0.0,-0.39415202,0.0
iodophenpropit dihydrobromide,-1.08621,0.9261705,-0.2495852,0.10300482,-1.214389,-0.08188366,-0.523222,0.53045475,-0.25146747,-0.8852553,-0.12630555,0.4852452,0.37354636,0.12424522,-0.2195485,0.0,0.5805257,0.3056078,0.121253096,0.19310156,0.34310403,0.0,-0.52932286,-0.053768568,0.07571132,-0.23454481,-0.17625026,-0.9874626,0.8503141,0.685561,-0.2136714,0.21566197,-0.13095993,-0.13413255,-0.5057826,-0.11288108,-0.0012745552,0.7412432,-0.8039288,-0.11508455,-0.42036852,-0.29839465,0.009293807,-0.283682,-0.9543014,-0.48981306,0.37354636,1.4865806,0.35857376
iopanoic acid,1.4187862,0.17237064,-0.25010452,0.8171665,-0.35323676,-0.025676085,-0.38136536,0.13803497,-0.5660862,0.1238633,-0.24405546,0.017032074,-0.63331664,0.4348093,-0.3371856,-0.23027676,0.100872435,0.0,0.29534274,-1.222154,0.27139142,0.0,-0.1728719,0.12465802,2.4677906,-1.9331993,0.6038351,-0.658546,0.38159412,-0.4426947,-0.37601224,-0.015179286,-0.5265621,-0.6471175,-1.7606432,0.017036747,-1.1393569,-1.1562482,-0.014893218,-0.020818463,0.2151923,1.4883283,0.59974736,-0.47754782,0.32671666,-1.9650592,1.5657089,-0.29632017,0.28855172
ioxaglic acid,0.53832877,-0.78467447,-0.7144603,0.765793,-0.6002793,-1.1985735,0.0,0.7075262,-0.8805906,0.0,0.0,0.0,0.7838757,0.9103764,0.0,0.0,0.0,0.0,0.0,0.0,0.7392038,0.0,-1.0501771,1.6317167,0.0,0.0,0.0,0.0,-0.42629838,0.0,-0.15464509,0.0,-0.9241905,0.0,-0.90615076,0.0,-0.6300508,0.6853488,0.07622426,0.0,1.1008514,0.0,0.8479663,0.5840101,0.0,-1.1027452,0.80458814,0.0,-0.6767417
ipratropium bromide,-0.35644087,0.6586213,0.2716398,0.31092143,0.05521818,-0.0076085064,0.37856147,0.19656572,-0.07233179,0.0,-0.58640915,0.7381134,-0.20072894,-0.031617768,1.0780828,-0.5650438,-0.4102108,0.36409616,-0.44342333,-1.4511093,-0.89564306,0.0,-0.2003832,1.4877437,0.89762336,-0.46626598,-0.6225672,-1.2312044,0.27328265,0.6720765,-1.0599378,0.36883867,1.5275161,-0.5047713,-0.35638937,1.5745411,-1.0647792,-1.1964157,0.8230782,-0.60287976,-0.7007926,-0.43556514,0.39416814,0.0,-0.9447693,1.0044531,0.04065997,0.5410352,-0.47020313
iproniazide phosphate,0.5989904,-0.87525344,-1.9677222,0.38127813,0.0,0.90965074,-1.4814833,0.0,0.61958086,0.0,-0.67413634,-0.32387993,-0.40680465,0.50525415,-0.11687718,0.7423789,0.77668875,-0.71864754,0.98721254,0.0,-0.4714122,0.0,-0.52851605,0.51744974,-0.3266474,1.4589466,0.0,0.52237386,-0.08878708,-0.11622192,-0.5301567,0.0,-1.0455791,-0.69238186,1.2171835,0.41381815,-0.7579186,-1.1364456,-0.6323687,0.0,0.0,0.0,-0.44505867,0.45607302,-0.42128286,-1.0484769,-0.52237386,-0.1098082,1.6083049
ipsapirone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1947277,0.0,0.0,0.0,0.0,0.0,1.542461,0.0,0.0,1.4196166,0.0,0.0,1.3417372,0.0,0.0,0.0,0.0,1.3159738,1.226464,0.0,1.137123,0.0,0.0,0.0,-1.0963022,-1.276668,-0.70070237,0.9131613,0.0,0.0,0.0,0.0,0.0,0.95833,0.0,1.4764581,0.0,0.0,0.0,0.0,0.0,0.0
irbesartan,-0.3227129,-0.11331408,-0.21487422,-0.3760577,-0.084197216,-0.9979912,-0.85675675,-0.89395195,-0.7481246,-0.58015037,1.1392875,-1.3194199,0.1240745,1.236789,1.1331922,-0.117107496,-2.5426698,-0.15337855,1.506033,-0.7066039,0.15108085,0.0,-0.24619904,0.6764289,0.54351324,-1.5898201,-0.9143791,1.3144126,2.1682754,-0.07349638,-0.13878104,0.22666553,-0.36090404,0.5291681,1.1299517,-0.017334526,-0.09681951,-0.43157765,1.1939149,0.9470155,-1.8939093,0.15856656,-1.0354474,0.010015262,-0.25218913,1.0632299,0.32731235,0.27474597,-0.17222992
irinotecan hydrochloride trihydrate,-1.5836217,-0.20149487,0.13136855,-0.04117845,0.49018773,-0.051656675,-0.45129293,0.14357091,-0.13870324,-1.7036128,0.5669656,-0.25545955,-0.054036085,0.3287639,-0.30547172,-0.8440536,-0.31380442,0.34846818,0.011953692,-0.41660103,0.5800367,0.0,-0.12310188,1.8713306,0.7837247,1.4739429,0.39549664,-0.5405506,0.5452628,-1.0257162,0.25070465,0.2259505,-0.7503842,0.11314429,0.77828807,-0.96947354,-0.54994637,-0.11173032,0.01177474,-0.98307455,-0.5431736,0.9031071,-0.71623373,-0.35315675,-0.19333506,0.06893313,0.39038032,2.2170851,-0.052392103
irsogladine maleate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3275838,0.0,0.0,-1.1732109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3344989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3287281,1.0967445,0.0,0.0,-1.2514305
ischemin,1.8614842,-0.7768355,0.04137452,3.4716716,0.39841685,0.2027225,-3.7757213,-0.43498045,1.437407,0.7558466,1.6022671,-1.3447708,-0.97844523,-0.5887408,1.4470036,0.0,-0.88781095,1.8035873,2.6460087,0.8500086,0.17310902,0.0,0.03125598,2.1070158,0.0,-0.009736211,-1.2349023,2.7176185,-0.4288976,-1.5645292,-1.5574425,-0.037054926,-1.5777315,-0.1363102,-0.3937612,-0.6976389,1.90879,1.6227742,0.6025786,-0.008994777,0.4638716,-0.6025426,0.7309603,-0.6146321,-0.3937612,0.81513435,0.03724154,0.0,0.38128117
isocarboxazid,0.5515365,-2.0746117,-0.70832133,-0.30074587,-0.54942286,-0.059368476,0.6434689,-0.06856888,0.22259884,0.0,-1.1631044,0.86293864,-1.5459691,-0.04022566,0.113319725,0.0,0.5598074,0.111514665,-0.2938442,1.4132807,2.2129455,0.0,-0.33055162,0.0,0.0,-0.20950882,0.006676188,-0.19946592,0.9071714,-0.4523104,0.0,0.2968703,1.5930773,-0.018298076,0.37519026,0.0,-0.010243599,-2.8994706,-0.062555864,2.2020946,1.8152707,-0.508951,-0.3651638,0.0,0.5466715,-0.14475927,0.043859545,-0.5706122,-0.62280357
isoeugenitol,1.436547,-0.34517196,-0.009764519,0.7268178,-0.7398571,0.84267163,-1.3620853,-0.39088613,-0.41267538,-0.07674485,-0.3848799,0.9341231,0.360859,-0.35980982,0.11530779,0.0,-0.12736553,-0.51832527,0.0,0.29240137,-0.09268429,0.0,0.009761566,0.048628237,0.85079694,-1.9394597,-0.52592725,-0.017240617,0.3994756,-1.3948438,0.47312,0.22228236,-0.44787675,-2.333939,-1.3186306,1.31841,-0.5249859,-0.09865397,0.0,0.9488037,0.2583152,0.0,-0.48879224,0.0,-2.6003356,-0.7027491,0.0,-1.1952516,-0.46838886
isoflupredone acetate,0.33884904,-0.4946371,-1.0767919,1.4396486,-0.07510771,-0.3685264,-1.66368,-0.038748972,-0.25089842,-0.040565796,-0.7650728,0.19845137,-0.031935293,0.0,0.9516634,0.23809841,0.63480306,-0.76682186,0.22930412,-0.28603905,0.38944992,0.0,-0.37485394,0.18565314,0.7881016,-0.5095476,-0.13783352,1.6775837,-0.018662222,-0.23008937,-0.44658247,0.4510373,-0.6989213,0.5856784,-0.5660939,0.62141436,0.29454342,-0.85569996,0.18047924,0.05723906,0.70912975,0.25089842,-0.67588377,0.07652678,0.9721357,0.52830446,0.31084484,-0.46337706,1.1845075
isoliquiritigenin,0.33216035,0.14731257,0.33532113,-0.6076676,-0.4083542,0.07821635,-0.28386825,0.0882924,-0.22317775,-0.21520844,-0.78899187,0.014496509,-0.7805799,-0.4459196,1.8817887,-0.18398708,0.69098216,0.45852703,0.059483252,0.24658214,0.10166228,0.0,-1.108688,1.103124,1.0201746,0.6674789,-0.5454609,0.089342736,1.0636605,1.3241507,-0.85242695,-0.37209257,-1.5062071,-0.90287584,0.26894537,0.06873086,0.47877902,-0.14442049,-0.3778292,0.34341267,0.038289618,0.059063762,-0.016169278,-0.07094991,0.28895068,-0.5096041,0.21344994,2.3691647,-1.0544155
isoquercitrin,-0.5051051,0.7425205,1.2350078,-0.3025586,-0.056236226,-0.16217984,0.46501827,-0.055820424,-1.6007606,0.0,-0.4209533,1.0116452,0.0,0.0,0.12740457,0.0,1.0667822,0.0,-0.5444401,0.020822244,-1.2749711,0.0,-0.6062683,0.3715876,0.9725403,0.47583476,-1.0520368,-0.27976772,0.1235262,0.39510104,-0.044373672,-0.27238786,-0.8088093,0.5839054,0.14795515,-0.4209533,-0.16217984,-0.30360794,-0.31217667,0.676234,0.73978037,0.0,0.0,-0.65300786,-1.65041,0.0,0.0976663,-0.6989919,0.7517818
isoreserpine,0.36823642,0.011661965,0.36409995,-0.7217135,0.0,2.0331633,0.21085788,0.9249166,-0.5141251,0.441915,-1.2351655,0.39943102,0.9765478,0.41281965,0.23379335,0.0,0.26817492,0.2083559,0.79291457,1.7046515,0.99025977,0.0,-0.41814324,-0.7221147,-0.44609696,-0.36823168,0.5223312,-0.4977507,-0.0719956,-0.23750421,0.18224798,-0.2917416,1.3341254,0.43317586,0.012324172,-0.15868093,1.0261164,1.4959278,0.048984684,-0.1647302,-0.014495981,0.0,2.666819,0.12455826,-0.2013291,-0.7442241,-0.8709738,-1.0148883,0.36261314
isorotenone,0.97321826,-0.55556,0.84511006,1.4673451,-0.29356396,-0.55871326,0.3955744,0.44569322,-0.00019232593,-0.30303144,0.029610615,1.8114316,0.6630467,-0.75483805,-1.1535219,0.46402475,-0.6383979,-0.79938143,-0.92493707,0.7205593,-0.48594397,-1.0182865,0.7949656,1.001867,-0.43058583,-0.37481654,-0.11822924,-1.544642,-0.37100276,-1.2577215,-0.38102216,0.010536077,-0.028771766,1.9123741,-0.5837492,-0.596687,1.6501665,0.6344102,-0.28493968,-0.7829231,0.055089198,0.34289056,-0.848961,0.009466834,1.4244134,-1.5235921,-0.025812298,1.0571188,0.17863798
isotretinoin,0.09924626,-0.42713088,0.050561287,0.4180301,0.3265759,0.21207437,-0.5928298,0.12299639,0.353091,-0.7273727,0.31149188,0.637317,0.98841494,-0.04258877,-0.8184208,0.0450232,0.26993772,-0.28953618,0.08858955,0.05976923,0.6861499,0.0,0.16545786,-0.29944497,-0.19275106,-0.5697016,-0.124915175,-0.13811046,-0.040919524,-0.54602575,-0.038022246,-0.44674942,-0.44715646,-0.8424459,-0.87248856,0.8512265,-0.7705149,0.27275982,-0.051596753,0.8372267,0.61330986,0.29624844,0.05573504,-0.14001867,-0.44666377,-1.1628808,0.0051270374,0.41587934,0.12988241
isoxsuprine hydrochloride,0.15807885,-0.49510327,-0.39007834,-0.13691927,-0.4991824,-0.6889208,0.010769368,0.89745295,0.33599877,0.40227214,0.00014858916,0.058597725,0.73479843,0.27418125,-0.8076113,-0.17748287,1.5865061,-0.4098627,1.1444031,0.651489,-0.33366278,0.0,-0.262221,-0.008768552,1.025674,-0.0090423385,-0.66552687,-0.47108173,0.6208051,1.1904887,0.19940685,0.30361795,-0.73241454,-0.70489836,0.007112216,0.4804342,0.20905633,1.0256512,0.0,0.16299649,1.884922,-0.009654903,0.4804978,0.0064743706,-0.8047061,1.1193808,0.20324844,-1.2616204,-0.7395105
isradipine,1.1172469,1.228168,0.0,1.8075463,-0.5376499,0.21097828,-0.8616624,0.0,0.7349389,0.6722307,-0.015122363,0.0,0.0,0.0,0.6700496,0.0,1.0173235,-1.9828035,1.0832024,-0.6664231,-0.22296067,0.0,-0.35948932,-0.56872714,0.42428166,-0.92037344,0.5696854,0.7472489,0.30823663,-0.6283404,-2.0529625,-0.5460019,-0.8796359,-0.6453433,-0.9705899,0.51853627,-0.9659801,0.0,-0.5580228,-0.50941116,0.21176258,0.0,0.9097154,1.316209,-0.21811162,0.09046735,-0.05019084,0.0,-1.683761
itavastatin ca,1.5832227,-0.5979605,-1.208157,0.9934611,0.21260141,0.24743186,-0.596375,-0.15774502,0.23841994,-1.8237956,0.6132636,1.9202046,0.16809456,0.9815135,-0.53448474,-0.18619399,1.0212972,0.2707446,-0.09384591,0.46345827,-0.07114283,0.0,-0.4658463,1.6305935,0.79659,-0.36816278,1.3618455,0.36499813,1.1233546,0.15518937,0.04412748,-0.33048,0.938846,-0.5239997,1.082292,0.03204973,-0.49005666,0.52372885,-1.3981047,-0.36330092,0.008416169,-0.18951519,-0.07330895,0.016376205,0.6463867,0.26389527,-0.635874,-0.6867167,-0.2847155
ite,-0.9658615,0.0,0.42729738,0.04344986,0.52630675,-0.07259485,0.0,0.0,0.0,0.053956322,0.60382646,-0.05366694,-0.05055353,-0.5498168,0.60382646,0.0,0.60382646,0.6502759,0.61432046,0.38625282,0.0,1.3660324,0.42242405,1.120374,0.4137107,-0.044201717,1.6795037,0.05055353,0.048101027,-0.00057770335,0.93486303,0.050276823,0.7988895,0.2409275,0.9561836,2.4616814,-0.36001986,1.1259636,-0.4948953,0.4982366,-1.265312,0.0,0.4948953,0.5761517,-0.40775982,-0.27910683,-0.05055353,0.0,0.005972982
itraconazole,-0.12878388,0.766184,-0.85141826,1.220703,0.66516083,0.5598992,-0.91687214,-0.26825315,-0.7709464,-0.15724042,-0.2512419,0.6405607,-1.0036215,-0.6640038,0.7983247,0.0,0.6886581,-0.42535815,-0.6987373,0.45178992,-1.365188,0.0,-0.34708992,0.39590085,-0.09365488,-0.057762504,0.38991538,0.14203805,0.9015909,-0.02358428,0.38649818,-0.8937974,-1.6623559,0.4884279,0.08631942,-0.14203805,-1.0993797,-0.16849208,-0.8367715,0.7903677,-0.459818,0.0,1.1591469,-0.103813246,-0.18054369,-0.12322199,0.270862,0.63524544,-0.31247398
ivachtin,-1.3519442,0.0,2.893622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2360547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1244725,0.0,0.0,0.0,-1.7916288,0.0,1.2674025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6954544,0.0,0.0,0.0,0.0,0.0,0.0
ivermectin,0.56677103,-0.25434324,-0.21224393,-0.4144712,-0.34851432,-0.48702466,-0.8367148,-0.2365505,0.32630515,0.20138407,-2.310795,-0.055340055,-0.13349001,-0.1519498,1.6236421,-0.11826614,0.29383248,-0.23576282,0.42114377,0.032723453,0.20391536,0.0,-0.264117,0.14691024,-0.39277503,0.97556597,-0.2764368,-0.4777316,-0.3537757,0.39106956,0.11401171,-1.3394953,-0.20666285,-1.4044325,0.1820898,-0.92357385,-0.047831327,-0.49174786,-0.41062167,-0.49652553,-1.5308326,-0.45766097,0.42689982,1.0431501,0.18644693,-1.0675254,-1.3815998,1.2167025,-0.86125064
jak3 inhibitor i,-0.4209831,-0.22766237,0.1867133,0.72420096,0.0,0.65847945,-0.8126983,-0.296779,-0.38796964,0.32240894,-0.6339753,0.40159658,0.3357123,-0.033035584,-0.10318374,0.0,1.126371,0.3710768,0.62598646,-0.16534035,0.66964996,0.0,-0.3822067,1.5937128,0.77292633,-0.27541232,0.22521457,-0.8608076,-0.18705201,-0.6508566,0.0,-0.19179593,1.9899871,-1.3604023,-0.7034631,0.47022894,0.12337519,-0.10887605,-0.32638162,0.40340227,0.2968,0.33963346,0.27187398,0.91461086,-0.8122471,-0.29602152,0.024481362,-0.66287625,1.580547
jak3 inhibitor ii,0.654978,-0.02230571,-0.30678707,0.06633438,-0.29881263,0.10707769,-0.5641891,-0.21329534,0.16585527,0.41509205,-1.8996361,-0.47201034,0.3296121,0.10761679,0.48989215,-0.40838048,-0.72458667,-0.62204874,0.75232804,0.032669455,-0.10321135,0.0,-0.6499579,0.6904007,0.34422043,-0.21720193,-0.24604432,-1.6980863,0.35877392,-0.66624194,-0.20006411,-0.3404773,1.1611183,-0.2756861,-1.3020402,-0.3349975,-0.023806367,-1.5620681,0.08081812,-0.31907803,-0.35786256,0.0,0.01917509,0.28197703,-0.26050445,-0.28710043,-1.0076667,0.4115059,0.48441455
jak3 inhibitor v,0.53407604,-0.8000166,-0.33048385,0.18281484,-0.9984213,0.33048385,0.0,-1.0609133,0.56004244,0.0,-0.51346505,0.47312,0.0,0.0,0.49939677,0.0,-0.70417637,0.54372466,1.0823182,0.33738577,-0.5980036,0.0,0.38827574,0.46082282,-1.4424486,-1.5781081,-0.15938355,0.18948634,-0.41858447,-0.6895372,-1.5964844,-0.35304195,0.47312,-0.56655395,-0.20350477,-0.7029514,-0.60587305,0.8490365,0.0,0.0,1.4233673,-0.7521535,0.0,0.47312,0.49879655,0.22536905,0.36117607,0.23748267,0.0053596543
jak3 inhibitor vi,1.2957375,-1.4876989,0.4870143,0.051707294,-0.5720939,1.643433,-0.7175672,-0.37991625,-0.00011605262,-0.28329957,-0.47327825,-0.120186724,-0.13876408,1.2825905,1.5563278,-0.5110215,-0.50786036,-0.98597115,0.33052462,-0.08530872,0.747513,-0.45334488,0.03614469,0.7870307,0.92147404,0.77070236,0.47309914,-0.11918846,0.56025064,-1.2293328,-0.782664,-0.19660439,1.4690593,-1.2138191,1.4594197,0.7491942,0.10190346,0.37436628,-1.5259668,-0.0046490915,-0.85033965,0.22295268,-0.7812181,0.32710677,-0.5175828,-2.189075,0.14187442,0.3751147,0.42014003
jas07 003,0.78293973,0.35605028,-0.011969992,-0.11707494,-0.32366857,-0.04876653,-0.12080445,-0.051660366,1.1874943,0.0075353445,0.0,0.4851606,-0.11293278,0.0,1.6859255,0.54178,0.61065507,-1.078597,1.6272913,0.30677184,-0.36964768,0.0,-0.04251857,-1.272949,0.0,-0.04398744,0.2566215,-0.09908124,-0.6116362,0.0,-0.044316906,-0.9661838,-0.05661942,-1.4134297,0.27100185,-0.1535579,0.004548237,-0.4556397,0.0,-1.0998962,0.2436055,-0.9569083,0.0,1.7292943,0.7816475,0.8603051,-1.5107307,-0.05315225,-0.7561356
jas07 004,1.6732142,-2.1505566,1.1181141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1615051,0.0,0.0,0.0,0.0,1.2202635,0.0,0.0,0.0,0.0,0.0,0.0,-1.0647061,0.0,0.28058702,-0.7253061,0.0,0.9692262,0.0,0.0,0.0,0.0,0.7883632,1.1099936,0.0,0.0,0.0,0.0,-1.2201816,0.0,0.0,0.0,-1.1523353,1.1099936,0.0,0.0,-0.96404785,1.9195889
jas07 005,0.0064188265,-0.8156923,-0.08852026,-0.28889623,0.09712863,-0.36074954,0.11111956,-0.8777277,0.1893111,0.0,0.5166557,0.0,0.12043148,0.10362865,-1.2538491,-0.49011794,-0.10429486,0.7858587,0.642289,0.6858901,-0.84842014,0.0,1.09526,-1.0964612,-0.8043724,-1.9376284,0.0,-0.9947036,0.0,-0.91387355,0.6741742,-0.09336944,-0.5806567,0.12737536,-1.4754637,0.0,-0.8862874,-1.6604571,0.0,0.0,0.30727842,-0.6676914,0.0,0.40840355,-0.33097565,-0.5297243,1.3106126,-0.09712863,-0.7654773
jas07 007,-0.504263,0.0,0.0,-1.0697969,-1.1658906,0.46813017,0.98651654,0.065274894,1.6272994,-0.56215197,-0.7898938,0.0,0.7605368,0.0,0.72257435,-0.6937324,0.0,0.0,0.08528608,0.525142,-0.122873485,0.0,0.9338537,0.6801605,-0.5321992,0.39862356,-0.43552542,-0.5680537,-2.175922,0.0,-0.6937324,0.0,0.0,0.47158837,1.1848822,0.0,0.0,0.7078564,-1.3551611,-0.6320721,0.05892023,0.0,0.7725897,0.0,0.5782683,-0.3842849,0.0,0.0,-1.0651373
jas07 008,1.2068255,1.4088744,0.0,-1.3885671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7166635,0.0,-1.3787714,0.0,1.0681992,0.0,0.0,-1.1947277,0.0,0.0,0.0,0.0,1.3417372,0.0,0.0,-2.5150905,0.0,-0.64986753,0.0,0.0,-1.2470884,0.0,0.0,0.0,5.0010033,0.0,0.0,0.0,0.0,0.8514608,0.0,0.0,-2.3013673
jas07 009,-0.06379583,0.0,0.0,-0.67477065,0.0,0.0,1.1193007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.68066907,-1.0312634,0.0,0.0,0.0,0.0,-0.87308896,-1.0045617,-0.42639697,0.76802474,0.0,0.0,0.0,0.0,0.0,-0.7117644,0.0,0.0,0.0,0.0,-0.35746974,-0.9392091,0.0,-0.75310856
